,Date,Action,Ticker,Quantity,Price,Cash
0,2010-05-26 00:00:00-04:00,BUY,AAPL,27195,7.354225158691406,800001.8468093872
1,2010-08-24 00:00:00-04:00,SELL,AAPL,27195,7.228294849395752,996575.3252387047
2,2010-09-20 00:00:00-04:00,BUY,AAPL,23358,8.532780647277832,797266.6348795891
3,2010-09-27 00:00:00-04:00,BUY,GOOGL,15154,13.225580215454102,596846.1922945976
4,2010-10-22 00:00:00-04:00,BUY,MSFT,10755,19.424951553344727,387930.8383383751
5,2011-03-07 00:00:00-05:00,SELL,MSFT,10755,19.923194885253906,602204.7993292809
6,2011-03-14 00:00:00-04:00,SELL,GOOGL,15154,14.212492942810059,817580.9173846245
7,2011-05-02 00:00:00-04:00,SELL,AAPL,23358,10.432269096374512,1061257.8589377403
8,2011-05-04 00:00:00-04:00,BUY,AAPL,20154,10.531387329101562,849008.2787070274
9,2011-05-24 00:00:00-04:00,SELL,AAPL,20154,10.007782936096191,1050705.13600111
10,2011-07-12 00:00:00-04:00,BUY,MSFT,10155,20.693138122558594,840566.3183665276
11,2011-07-18 00:00:00-04:00,BUY,AAPL,18667,11.26135540008545,630350.5971131325
12,2011-07-25 00:00:00-04:00,BUY,GOOGL,13935,15.434040069580078,415277.2487435341
13,2011-08-25 00:00:00-04:00,SELL,MSFT,10155,19.278051376342773,611045.860470295
14,2011-09-01 00:00:00-04:00,SELL,GOOGL,13935,13.277693748474121,796070.5228552818
15,2011-09-09 00:00:00-04:00,BUY,MSFT,9985,20.196044921875,594413.01431036
16,2011-10-20 00:00:00-04:00,BUY,GOOGL,14134,14.553597450256348,388712.46794843674
17,2011-11-25 00:00:00-05:00,SELL,MSFT,9985,19.20977210998535,580522.0424666405
18,2011-11-29 00:00:00-05:00,SELL,AAPL,18667,11.243281364440918,790400.3756966591
19,2011-12-23 00:00:00-05:00,BUY,AAPL,16682,12.150997161865234,587697.4410424232
20,2012-01-03 00:00:00-05:00,BUY,MSFT,9723,21.162370681762695,381935.71090364456
21,2012-02-15 00:00:00-05:00,SELL,GOOGL,14134,15.099416732788086,595350.8670048714
22,2012-02-24 00:00:00-05:00,BUY,GOOGL,14485,15.207633972167969,375068.28891801834
23,2012-05-01 00:00:00-04:00,SELL,GOOGL,14485,15.071242332458496,593375.2341036797
24,2012-05-24 00:00:00-04:00,SELL,MSFT,9723,23.283647537231445,819762.139108181
25,2012-08-06 00:00:00-04:00,BUY,GOOGL,14132,16.02848243713379,593247.6253066063
26,2012-08-23 00:00:00-04:00,BUY,MSFT,9559,24.397342681884766,360033.4266104698
27,2012-10-17 00:00:00-04:00,SELL,MSFT,9559,23.85715675354004,588083.988017559
28,2012-11-02 00:00:00-04:00,SELL,AAPL,16682,17.45168113708496,879212.9327464104
29,2012-11-20 00:00:00-05:00,SELL,GOOGL,14132,16.70545768737793,1115294.4607844353
30,2012-12-20 00:00:00-05:00,BUY,GOOGL,12384,18.011783599853516,892236.5326838493
31,2013-02-21 00:00:00-05:00,BUY,MSFT,10100,22.531150817871094,664671.9094233513
32,2013-05-31 00:00:00-04:00,BUY,AAPL,17697,13.839865684509277,419747.8064045906
33,2013-06-21 00:00:00-04:00,SELL,AAPL,17697,12.724933624267578,644940.9567532539
34,2013-08-01 00:00:00-04:00,BUY,AAPL,16908,14.05374526977539,407320.23173189163
35,2013-08-12 00:00:00-04:00,SELL,MSFT,10100,27.12957000732422,681328.8888058662
36,2013-09-03 00:00:00-04:00,SELL,GOOGL,12384,21.45326042175293,947006.0658688545
37,2013-10-01 00:00:00-04:00,BUY,GOOGL,10874,22.117019653320312,706505.5941586494
38,2013-10-08 00:00:00-04:00,SELL,GOOGL,10874,21.28594970703125,937969.0112729073
39,2013-10-14 00:00:00-04:00,BUY,MSFT,8366,28.63401222229004,698416.8650212288
40,2013-10-21 00:00:00-04:00,BUY,GOOGL,9711,25.016921997070312,455477.535507679
41,2014-02-19 00:00:00-05:00,SELL,AAPL,16908,16.84347152709961,740266.9520878792
42,2014-03-10 00:00:00-04:00,BUY,AAPL,15631,16.64129638671875,480146.8482670784
43,2014-03-12 00:00:00-04:00,SELL,AAPL,15631,16.819650650024414,743054.80757761
44,2014-04-14 00:00:00-04:00,SELL,GOOGL,9711,27.161537170410156,1006820.495039463
45,2014-04-29 00:00:00-04:00,BUY,AAPL,13926,18.566152572631836,748268.2543129921
46,2014-07-01 00:00:00-04:00,BUY,GOOGL,9048,29.46767807006836,481644.7031350136
47,2014-10-15 00:00:00-04:00,SELL,GOOGL,9048,26.938844680786133,725387.3698067665
48,2015-01-27 00:00:00-05:00,SELL,MSFT,8366,36.70515823364258,1032462.7235894203
49,2015-02-27 00:00:00-05:00,BUY,GOOGL,10220,28.029890060424805,745997.2471718788
50,2015-05-04 00:00:00-04:00,BUY,MSFT,6833,41.80165100097656,460366.56588220596
51,2015-06-17 00:00:00-04:00,SELL,GOOGL,10220,27.23128318786621,738670.2800621986
52,2015-07-06 00:00:00-04:00,SELL,AAPL,13926,28.287885665893555,1132607.3758454323
53,2015-07-15 00:00:00-04:00,BUY,GOOGL,9660,29.09253692626953,851573.4691376686
54,2015-08-28 00:00:00-04:00,SELL,MSFT,6833,38.56693649291992,1115101.3461937904
55,2015-10-15 00:00:00-04:00,BUY,MSFT,7020,41.27091979980469,825379.4891991615
56,2015-11-11 00:00:00-05:00,BUY,AAPL,11592,26.297597885131836,520537.7345147133
57,2015-12-24 00:00:00-05:00,SELL,AAPL,11592,24.467571258544922,804165.820543766
58,2016-02-11 00:00:00-05:00,SELL,GOOGL,9660,35.1904296875,1144105.371325016
59,2016-02-11 00:00:00-05:00,SELL,MSFT,7020,43.917781829833984,1452408.1997704506
60,2016-03-28 00:00:00-04:00,BUY,MSFT,6094,47.66029739379883,1161966.3474526405
61,2016-04-01 00:00:00-04:00,BUY,AAPL,11685,25.04666519165039,869296.0646882057
62,2016-04-01 00:00:00-04:00,BUY,GOOGL,7633,38.34450149536133,576612.4847741127
63,2016-05-06 00:00:00-04:00,SELL,MSFT,6094,44.856231689453125,849966.36068964
64,2016-05-09 00:00:00-04:00,SELL,GOOGL,7633,36.32482147216797,1127233.7229866982
65,2016-05-10 00:00:00-04:00,SELL,AAPL,11685,21.40290641784668,1377326.6844792366
66,2016-07-22 00:00:00-04:00,BUY,MSFT,5432,50.70977020263672,1101871.212738514
67,2016-07-29 00:00:00-04:00,BUY,GOOGL,6989,39.42408752441406,826336.2650303841
68,2016-08-04 00:00:00-04:00,BUY,AAPL,11345,24.386646270751953,549669.7630887032
69,2016-11-23 00:00:00-05:00,SELL,GOOGL,6989,38.8093147277832,820908.06372118
70,2016-12-29 00:00:00-05:00,BUY,GOOGL,7189,39.999000549316406,533355.2487721443
71,2017-07-12 00:00:00-04:00,SELL,AAPL,11345,34.0290412902832,919414.7222104073
72,2017-07-14 00:00:00-04:00,BUY,AAPL,9382,34.7995719909668,592925.1377911568
73,2017-08-23 00:00:00-04:00,SELL,GOOGL,7189,46.95877456665039,930511.7681508064
