,Date,Action,Ticker,Quantity,Price,Cash
0,2010-05-26 00:00:00-04:00,BUY,AAPL,27195,7.3542256355285645,800001.8338418007
1,2010-08-24 00:00:00-04:00,SELL,AAPL,27195,7.228294849395752,996575.3122711182
2,2010-09-20 00:00:00-04:00,BUY,AAPL,23358,8.532780647277832,797266.6219120026
3,2010-09-27 00:00:00-04:00,BUY,GOOGL,15154,13.225580215454102,596846.1793270111
4,2010-10-22 00:00:00-04:00,BUY,MSFT,10755,19.424951553344727,387930.8253707886
5,2011-03-07 00:00:00-05:00,SELL,MSFT,10755,19.923194885253906,602204.7863616943
6,2011-03-14 00:00:00-04:00,SELL,GOOGL,15154,14.212492942810059,817580.904417038
7,2011-05-02 00:00:00-04:00,SELL,AAPL,23358,10.432271957397461,1061257.9127979279
8,2011-05-04 00:00:00-04:00,BUY,AAPL,20154,10.531386375427246,849008.3517875671
9,2011-05-24 00:00:00-04:00,SELL,AAPL,20154,10.007782936096191,1050705.2090816498
10,2011-07-12 00:00:00-04:00,BUY,MSFT,10155,20.693132400512695,840566.4495544434
11,2011-07-18 00:00:00-04:00,BUY,AAPL,18667,11.261356353759766,630350.7104988098
12,2011-07-25 00:00:00-04:00,BUY,GOOGL,13935,15.434040069580078,415277.3621292114
13,2011-08-25 00:00:00-04:00,SELL,MSFT,10155,19.27805519104004,611046.012594223
14,2011-09-01 00:00:00-04:00,SELL,GOOGL,13935,13.277693748474121,796070.6749792099
15,2011-09-09 00:00:00-04:00,BUY,MSFT,9985,20.196048736572266,594413.1283445358
16,2011-10-20 00:00:00-04:00,BUY,GOOGL,14134,14.553597450256348,388712.5819826126
17,2011-11-25 00:00:00-05:00,SELL,MSFT,9985,19.209774017333984,580522.1755456924
18,2011-11-29 00:00:00-05:00,SELL,AAPL,18667,11.243274688720703,790400.3841600418
19,2011-12-23 00:00:00-05:00,BUY,AAPL,16682,12.150993347167969,587697.5131425858
20,2012-01-03 00:00:00-05:00,BUY,MSFT,9723,21.162364959716797,381935.83863925934
21,2012-02-15 00:00:00-05:00,SELL,GOOGL,14134,15.099416732788086,595350.9947404861
22,2012-02-24 00:00:00-05:00,BUY,GOOGL,14485,15.207633972167969,375068.4166536331
23,2012-05-01 00:00:00-04:00,SELL,GOOGL,14485,15.071242332458496,593375.3618392944
