,Date,Action,Ticker,Quantity,Price,Cash
0,2010-05-26 00:00:00-04:00,BUY,AAPL,271,7.354226112365723,8007.004723548889
1,2010-08-24 00:00:00-04:00,SELL,AAPL,271,7.228294849395752,9965.872627735138
2,2010-09-20 00:00:00-04:00,BUY,AAPL,233,8.532780647277832,7977.734736919403
3,2010-10-22 00:00:00-04:00,BUY,MSFT,104,19.424957275390625,5957.539180278778
4,2011-03-07 00:00:00-05:00,SELL,MSFT,104,19.92319679260254,8029.551646709442
5,2011-05-02 00:00:00-04:00,SELL,AAPL,233,10.43226432800293,10460.269235134125
6,2011-05-04 00:00:00-04:00,BUY,AAPL,198,10.531383514404297,8375.055299282074
7,2011-05-24 00:00:00-04:00,SELL,AAPL,198,10.007784843444824,10356.59669828415
8,2011-07-12 00:00:00-04:00,BUY,MSFT,100,20.693134307861328,8287.283267498016
9,2011-07-18 00:00:00-04:00,BUY,AAPL,184,11.26135540008545,6215.193873882294
10,2011-08-25 00:00:00-04:00,SELL,MSFT,100,19.27804946899414,8142.998820781708
11,2011-09-09 00:00:00-04:00,BUY,MSFT,101,20.196046829223633,6103.198091030121
12,2011-11-25 00:00:00-05:00,SELL,MSFT,101,19.20977020263672,8043.384881496429
13,2011-11-29 00:00:00-05:00,SELL,AAPL,184,11.243278503417969,10112.148126125336
14,2011-12-23 00:00:00-05:00,BUY,AAPL,166,12.150996208190918,8095.082755565643
