,Date,Action,Ticker,Quantity,Price,Cash
0,2010-05-26 00:00:00-04:00,BUY,AAPL,271,7.354222297668457,8007.005757331848
1,2010-05-26 00:00:00-04:00,BUY,CSCO,130,15.274247169494629,6021.353625297546
2,2010-05-26 00:00:00-04:00,BUY,INTC,147,13.605379104614258,4021.3628969192505
3,2010-05-26 00:00:00-04:00,BUY,NFLX,133,14.971428871154785,2030.162857055664
4,2010-05-27 00:00:00-04:00,SELL,CSCO,130,15.794737815856934,4083.4787731170654
5,2010-06-08 00:00:00-04:00,SELL,INTC,147,13.263603210449219,6033.228445053101
6,2010-08-24 00:00:00-04:00,SELL,AAPL,271,7.228295803070068,7992.096607685089
7,2010-08-27 00:00:00-04:00,BUY,AMZN,328,6.331999778747559,5915.20068025589
8,2010-09-20 00:00:00-04:00,BUY,AAPL,260,8.532782554626465,3696.677216053009
9,2010-09-27 00:00:00-04:00,BUY,GOOGL,177,13.225581169128418,1355.749349117279
10,2010-10-01 00:00:00-04:00,BUY,NVDA,5209,0.2602228820323944,0.24835661053657532
11,2011-03-14 00:00:00-04:00,SELL,GOOGL,177,14.212492942810059,2515.859607487917
12,2011-03-15 00:00:00-04:00,SELL,AMZN,328,8.253999710083008,5223.1715123951435
13,2011-03-31 00:00:00-04:00,SELL,NVDA,5209,0.42323485016822815,7427.801846921444
14,2011-04-18 00:00:00-04:00,BUY,AMZN,324,8.916999816894531,4538.693906247616
15,2011-04-26 00:00:00-04:00,BUY,TSLA,1624,1.7953330278396606,1623.073069036007
16,2011-05-02 00:00:00-04:00,SELL,AAPL,260,10.432266235351562,4335.462290227413
17,2011-05-03 00:00:00-04:00,BUY,INTC,189,15.636446952819824,1380.1738161444664
18,2011-05-04 00:00:00-04:00,BUY,AAPL,131,10.531383514404297,0.5625757575035095
19,2011-05-24 00:00:00-04:00,SELL,AAPL,131,10.007781982421875,1311.5820154547691
20,2011-07-12 00:00:00-04:00,BUY,MSFT,63,20.69313621520996,7.9144338965415955
21,2011-08-11 00:00:00-04:00,SELL,TSLA,1624,1.6866669654846191,2747.061585843563
22,2011-08-16 00:00:00-04:00,SELL,INTC,189,14.2416353225708,5438.730661809444
23,2011-08-18 00:00:00-04:00,SELL,NFLX,133,31.068571090698242,9570.85061687231
24,2011-08-25 00:00:00-04:00,SELL,MSFT,63,19.27804946899414,10785.367733418941
25,2011-08-26 00:00:00-04:00,SELL,AMZN,324,9.963500022888184,14013.541740834713
26,2011-09-07 00:00:00-04:00,BUY,AMZN,254,10.994999885559082,11220.811769902706
27,2011-09-09 00:00:00-04:00,BUY,MSFT,137,20.1960506439209,8453.952831685543
28,2011-09-20 00:00:00-04:00,BUY,CSCO,257,11.11095905303955,5598.4363550543785
29,2011-10-06 00:00:00-04:00,BUY,INTC,187,15.091064453125,2776.4073023200035
30,2011-10-20 00:00:00-04:00,BUY,GOOGL,190,14.553597450256348,11.223786771297455
31,2011-10-21 00:00:00-04:00,BUY,TSLA,6,1.8686670064926147,0.011784732341766357
32,2011-11-18 00:00:00-05:00,SELL,AMZN,254,9.857000350952148,2503.6898738741875
33,2011-11-25 00:00:00-05:00,SELL,MSFT,137,19.209779739379883,5135.429698169231
34,2011-12-23 00:00:00-05:00,BUY,AAPL,238,12.15099811553955,2243.4921466708183
35,2012-01-03 00:00:00-05:00,BUY,MSFT,106,21.16236114501953,0.28186529874801636
36,2012-01-12 00:00:00-05:00,SELL,TSLA,6,1.8833329677581787,11.581863105297089
37,2012-02-01 00:00:00-05:00,BUY,NVDA,33,0.34230199456214905,0.28589728474617004
38,2012-02-15 00:00:00-05:00,SELL,GOOGL,190,15.099417686462402,2869.1752577126026
39,2012-02-24 00:00:00-05:00,BUY,GOOGL,188,15.207633972167969,10.14007094502449
40,2012-03-26 00:00:00-04:00,SELL,NVDA,33,0.33748728036880493,21.277151197195053
41,2012-03-29 00:00:00-04:00,BUY,AMZN,2,10.230500221252441,0.8161507546901703
42,2012-05-01 00:00:00-04:00,SELL,GOOGL,188,15.071242332458496,2834.2097092568874
43,2012-05-10 00:00:00-04:00,SELL,CSCO,257,11.424877166748047,5770.4031411111355
44,2012-05-24 00:00:00-04:00,SELL,MSFT,106,23.28364372253418,8238.469375699759
45,2012-05-30 00:00:00-04:00,SELL,INTC,187,18.334918975830078,11667.099224179983
46,2012-08-06 00:00:00-04:00,BUY,GOOGL,201,16.028484344482422,8445.373870939016
47,2012-08-09 00:00:00-04:00,BUY,NVDA,9581,0.3372580409049988,5214.104581028223
48,2012-08-23 00:00:00-04:00,BUY,MSFT,135,24.397340774536133,1920.463576465845
49,2012-08-24 00:00:00-04:00,BUY,CSCO,146,13.110323905944824,6.356286197900772
50,2012-10-12 00:00:00-04:00,SELL,NVDA,9581,0.2895696461200714,2780.723065674305
51,2012-10-17 00:00:00-04:00,SELL,MSFT,135,23.857152938842773,6001.438712418079
52,2012-10-26 00:00:00-04:00,BUY,NFLX,311,9.9399995803833,2910.098842918873
53,2012-11-02 00:00:00-04:00,SELL,AAPL,238,17.45168113708496,7063.5989535450935
54,2012-11-07 00:00:00-05:00,SELL,AMZN,2,11.602999687194824,7086.804952919483
55,2012-11-13 00:00:00-05:00,SELL,CSCO,146,11.590901374816895,8779.07655364275
56,2012-11-19 00:00:00-05:00,BUY,TSLA,1434,2.194667100906372,5631.923930943012
57,2012-11-20 00:00:00-05:00,SELL,GOOGL,201,16.70545768737793,8989.720926105976
58,2012-11-29 00:00:00-05:00,BUY,CSCO,240,13.173501968383789,5828.080453693867
59,2012-12-12 00:00:00-05:00,BUY,AMZN,262,12.588000297546387,2530.0243757367134
60,2012-12-20 00:00:00-05:00,BUY,GOOGL,140,18.011783599853516,8.374671757221222
61,2013-02-20 00:00:00-05:00,BUY,NVDA,29,0.2856690585613251,0.0902690589427948
